CAI;Производитель;Модель;Ширина (мм);;;;;;;;;;;
AB5022;Antares;Majoris R1;235;50;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Majoris_R1/src/big_0.png;2;7 350;6 799
AB6028;Antares;Majoris R1;235;55;R19;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Majoris_R1/src/big_0.png;5;7 330;6 780
AB6557;Antares;Majoris R1;235;55;R20;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Majoris_R1/src/big_0.png;3;8 540;7 899
AB4134;Antares;Majoris R1;245;65;R17;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Majoris_R1/src/big_0.png;4;8 070;7 467
AB6027;Antares;Majoris R1;245;55;R19;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Majoris_R1/src/big_0.png;6;7 760;7 180
AB6537;Antares;Majoris R1;245;50;R20;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Majoris_R1/src/big_0.png;8;8 620;7 980
AB4135;Antares;Majoris R1;255;60;R17;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Majoris_R1/src/big_0.png;2;8 970;8 299
AB5019;Antares;Majoris R1;255;55;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Majoris_R1/src/big_0.png;3;7 650;7 080
A5090;Antares;Majoris R1;265;65;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Majoris_R1/src/big_0.png;8;9 490;8 780
AB788;Antares;Majoris R1;275;45;R22;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Majoris_R1/src/big_0.png;36;11 860;10 980
AB789;Antares;Majoris R1;285;45;R22;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Majoris_R1/src/big_0.png;22;11 760;10 880
AB786;Antares;Majoris R1;285;35;ZR22;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/small/AB786.png;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/big/AB786.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Majoris_R1/src/big_AB786.png;8;10 570;9 780
AB6569;Antares;Majoris R1;295;45;ZR20;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Majoris_R1/src/big_0.png;12;12 400;11 480
AB711;Antares;Majoris R1;295;35;ZR21;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Majoris_R1/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Majoris_R1/src/big_0.png;12;9 760;9 030
AB2131;Antares;NT 3000;195;70;R15C;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/NT_3000/small/0.png;https://4tochki.ru/pictures/tyres/Antares/NT_3000/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/NT_3000/src/big_0.png;1;5 570;5 150
A3258;Antares;NT 3000;205;65;R16C;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/NT_3000/small/0.png;https://4tochki.ru/pictures/tyres/Antares/NT_3000/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/NT_3000/src/big_0.png;1;6 080;5 627
A386U;Antares;NT 3000;235;65;R16C;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/NT_3000/small/0.png;https://4tochki.ru/pictures/tyres/Antares/NT_3000/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/NT_3000/src/big_0.png;16;7 550;6 988
AAH225U;Antares;SMT A7;10.5;0;R15;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SMT_A7/src/big_0.png;16;10 570;9 780
AAH209U;Antares;SMT A7;215;75;R15;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SMT_A7/src/big_0.png;1;8 000;7 399
AAH3158;Antares;SMT A7;215;70;R16;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SMT_A7/src/big_0.png;1;7 130;6 599
AAH390U;Antares;SMT A7;225;70;R16;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SMT_A7/src/big_0.png;2;8 100;7 499
AAH210U;Antares;SMT A7;235;75;R15;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SMT_A7/src/big_0.png;24;7 700;7 123
AAH393U;Antares;SMT A7;235;70;R16;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SMT_A7/src/big_0.png;2;8 520;7 880
AAH3155;Antares;SMT A7;235;85;R16;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SMT_A7/src/big_0.png;19;9 710;8 990
AAH4108;Antares;SMT A7;235;65;R17;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SMT_A7/src/big_0.png;13;8 950;8 280
AAH3149;Antares;SMT A7;245;75;R16;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SMT_A7/src/big_0.png;8;10 240;9 480
AAH470U;Antares;SMT A7;245;70;R17;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SMT_A7/src/big_0.png;4;9 990;9 250
AAH394U;Antares;SMT A7;255;70;R16;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SMT_A7/src/big_0.png;4;9 420;8 720
AAH2069;Antares;SMT A7;265;70;R15;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SMT_A7/src/big_0.png;13;9 440;8 740
AAH323U;Antares;SMT A7;265;70;R16;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SMT_A7/src/big_0.png;16;10 150;9 390
AAH4112;Antares;SMT A7;265;65;R17;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SMT_A7/src/big_0.png;24;9 990;9 250
AAH451U;Antares;SMT A7;265;70;R17;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SMT_A7/src/big_0.png;8;10 750;9 950
AAH536U;Antares;SMT A7;265;60;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SMT_A7/src/big_0.png;более 40;9 490;8 780
AAH6563;Antares;SMT A7;265;50;R20;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SMT_A7/src/big_0.png;8;10 780;9 980
AAH324U;Antares;SMT A7;275;70;R16;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SMT_A7/src/big_0.png;10;11 650;10 780
AAH4115;Antares;SMT A7;275;65;R17;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SMT_A7/src/big_0.png;13;10 780;9 980
AAH6562;Antares;SMT A7;275;55;R20;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SMT_A7/src/big_0.png;12;11 320;10 480
AAH549U;Antares;SMT A7;285;60;R18;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SMT_A7/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SMT_A7/src/big_0.png;10;10 530;9 750
A073;Antares;SU-810;155;0;R13C;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SU-810/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SU-810/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SU-810/src/big_0.png;1;3 030;2 799
AB2103;Antares;SU-830;205;65;R15C;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SU-830/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SU-830/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SU-830/src/big_0.png;8;6 680;6 180
AB2071;Antares;SU-830;215;70;R15;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SU-830/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SU-830/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SU-830/src/big_0.png;2;6 140;5 680
AH3005U;Antares;SU-830;215;60;R16C;Летняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/SU-830/small/0.png;https://4tochki.ru/pictures/tyres/Antares/SU-830/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/SU-830/src/big_0.png;2;7 240;6 699
AH195;Antares;Grip 20;175;65;R14;Зимняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Grip_20/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Grip_20/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_20/src/big_0.png;1;3 340;2 850
AH2041;Antares;Grip 20;195;60;R15;Зимняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Grip_20/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Grip_20/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_20/src/big_0.png;2;4 040;3 450
AH2042L;Antares;Grip 20;195;65;R15;Зимняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Grip_20/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Grip_20/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_20/src/big_0.png;1;4 100;3 499
AH3100;Antares;Grip 20;205;60;R16;Зимняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Grip_20/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Grip_20/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_20/src/big_0.png;1;4 780;4 080
AH4074;Antares;Grip 20;205;50;R17;Зимняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Grip_20/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Grip_20/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_20/src/big_0.png;1;5 270;4 499
AH3101;Antares;Grip 20;215;55;R16;Зимняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Grip_20/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Grip_20/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_20/src/big_0.png;3;5 030;4 299
AH5006;Antares;Grip 20;215;55;R18;Зимняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Grip_20/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Grip_20/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_20/src/big_0.png;33;5 910;5 050
AH5001;Antares;Grip 20;225;40;R18;Зимняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Grip_20/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Grip_20/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_20/src/big_0.png;18;5 600;4 780
AH573;Antares;Grip 20;225;55;R18;Зимняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Grip_20/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Grip_20/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_20/src/big_0.png;1;6 440;5 499
AH4080;Antares;Grip 20;235;60;R17;Зимняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Grip_20/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Grip_20/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_20/src/big_0.png;4;7 010;5 990
AH5030;Antares;Grip 20;235;50;R18;Зимняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Grip_20/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Grip_20/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_20/src/big_0.png;2;7 590;6 480
AH5025;Antares;Grip 20;245;60;R18;Зимняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Grip_20/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Grip_20/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_20/src/big_0.png;4;8 760;7 480
AH6540;Antares;Grip 20;245;50;R20;Зимняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Grip_20/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Grip_20/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_20/src/big_0.png;40;9 350;7 990
AH5029;Antares;Grip 20;255;55;R18;Зимняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Grip_20/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Grip_20/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_20/src/big_0.png;2;7 610;6 499
AH6541;Antares;Grip 20;255;50;R20;Зимняя;Легковая;;https://4tochki.ru/pictures/tyres/Antares/Grip_20/small/0.png;https://4tochki.ru/pictures/tyres/Antares/Grip_20/big/0.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_20/src/big_0.png;более 40;8 720;7 450
AAB173;Antares;Grip 60 ice;175;65;R14;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;21;3 970;3 390
AAB140;Antares;Grip 60 ice;185;65;R14;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;12;4 280;3 650
AAB2027;Antares;Grip 60 ice;185;65;R15;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;3;4 630;3 950
AAB240L;Antares;Grip 60 ice;195;65;R15;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;8;4 860;4 150
AAB2047;Antares;Grip 60 ice;205;70;R15;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;1;5 970;5 099
AAB3076;Antares;Grip 60 ice;205;60;R16;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;более 40;5 620;4 799
AAB3160;Antares;Grip 60 ice;215;70;R16;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;12;6 970;5 950
AAB4062L;Antares;Grip 60 ice;215;55;R17;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;39;6 380;5 450
AAB3358;Antares;Grip 60 ice;225;75;R16C;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;1;9 350;7 990
AAB4106;Antares;Grip 60 ice;225;65;R17;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;более 40;7 670;6 550
AAB4031;Antares;Grip 60 ice;225;45;R17;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;3;5 950;5 080
AAB4033;Antares;Grip 60 ice;225;60;R17;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;1;7 020;5 999
AAB4109;Antares;Grip 60 ice;235;65;R17;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;20;8 080;6 899
AAB590;Antares;Grip 60 ice;235;60;R18;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;2;8 170;6 980
AAB5213;Antares;Grip 60 ice;235;45;R18;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;более 40;7 900;6 750
AAB6600;Antares;Grip 60 ice;235;55;R20;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;24;10 280;8 780
AAB591;Antares;Grip 60 ice;245;45;R18;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;1;8 290;7 080
AAB6601;Antares;Grip 60 ice;255;45;R20;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;более 40;10 160;8 680
AAB6596;Antares;Grip 60 ice;255;55;R20;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;1;11 240;9 599
AAB5139;Antares;Grip 60 ice;265;65;R18;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;1;10 160;8 680
AAB6595;Antares;Grip 60 ice;275;60;R20;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;11;11 690;9 990
AAB6611;Antares;Grip 60 ice;275;65;R20C;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;29;15 200;12 990
AAB6602;Antares;Grip 60 ice;285;50;R20;Зимняя;Легковая;Да;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/small/1.png;https://4tochki.ru/pictures/tyres/Antares/Grip_60_ice/big/1.png;https://api-b2b.pwrs.ru/5008/pictures/tyres/Antares/Grip_60_ice/src/big_1.png;4;12 270;10 480
